MSZoning,LotArea,LandContour,LotConfig,Neighborhood,BldgType,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,Foundation,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,SalePrice
RL,5389,Lvl,Inside,StoneBr,TwnhsE,8,1995,1996,Gable,CompShg,CemntBd,CmentBd,0.0,4,PConc,415,1595,GasA,1,1616,0,1,2,0,4,5,1,608,2,237,152,236500
RL,9590,Lvl,Corner,Timber,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,442.0,4,PConc,82,868,GasA,1,1146,0,1,2,0,4,6,1,438,2,160,22,187500
RL,11404,Lvl,Inside,CollgCr,1Fam,7,1998,1999,Gable,CompShg,VinylSd,VinylSd,202.0,4,PConc,901,1153,GasA,1,1153,878,0,2,1,4,8,1,541,2,192,84,222500
RL,10000,Lvl,Corner,Sawyer,1Fam,5,1961,1983,Hip,CompShg,HdBoard,HdBoard,0.0,3,CBlock,270,864,GasA,1,1144,0,1,1,0,3,6,1,264,2,165,0,131400
RL,8978,Lvl,Corner,Sawyer,1Fam,5,1968,1968,Gable,CompShg,Plywood,Plywood,0.0,3,PConc,948,948,GasA,1,948,0,0,1,0,3,6,0,300,2,147,0,108000
RM,10800,Lvl,Inside,OldTown,1Fam,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,490,880,GasW,0,880,888,0,1,1,3,6,2,320,0,0,341,163000
RL,8544,Lvl,Inside,NAmes,Duplex,3,1950,1950,Gable,CompShg,Stucco,Stone,0.0,3,CBlock,0,0,GasA,0,1040,0,0,2,0,3,6,0,400,2,0,0,93500
RL,10463,HLS,CulDSac,Gilbert,1Fam,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,893,893,GasA,1,901,900,0,2,1,4,8,1,800,2,0,116,239900
RL,10800,Lvl,Inside,Edwards,Duplex,5,1987,1988,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,0,1200,GasA,1,1200,0,3,3,0,3,5,0,0,2,120,0,179000
RL,9313,Lvl,Inside,CollgCr,1Fam,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,864,864,GasA,1,864,864,0,2,1,4,7,0,572,2,187,56,190000
RM,9600,Lvl,Inside,OldTown,1Fam,5,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,0.0,3,BrkTil,264,264,GasA,1,768,664,0,2,0,3,7,0,360,2,270,0,132000
RL,6768,Lvl,Inside,Sawyer,1Fam,6,1961,1996,Hip,CompShg,HdBoard,HdBoard,0.0,3,CBlock,80,912,GasA,1,912,0,1,1,0,4,5,0,288,2,168,0,142000
RL,8450,Lvl,Inside,SawyerW,1Fam,7,2000,2001,Gable,CompShg,VinylSd,VinylSd,108.0,3,PConc,1349,1349,GasA,1,1349,0,0,2,0,3,6,0,539,2,120,55,179000
RL,12886,Lvl,Inside,Sawyer,1Fam,5,1963,1999,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,76,520,GasA,1,1464,0,0,2,0,3,6,1,480,2,302,0,175000
RL,5395,HLS,Inside,StoneBr,TwnhsE,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,0.0,4,PConc,604,1337,GasA,1,1337,0,1,2,0,4,5,1,462,2,96,0,180000
RL,8963,Lvl,Inside,NWAmes,1Fam,8,1976,1996,Hip,CompShg,VinylSd,VinylSd,289.0,5,CBlock,487,1142,GasA,1,1175,1540,0,3,1,4,11,2,831,2,0,204,299800
RL,8795,Lvl,Inside,Gilbert,1Fam,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,652,952,GasA,1,980,1276,0,2,1,4,8,1,554,2,224,54,236000
RM,11700,Lvl,Corner,OldTown,1Fam,7,1880,2003,Mansard,CompShg,Stucco,Stucco,0.0,4,Stone,1240,1240,GasW,0,1320,1320,0,1,1,4,8,1,864,0,181,0,265979
RL,10593,Lvl,Inside,NoRidge,1Fam,7,1996,1996,Hip,CompShg,VinylSd,VinylSd,338.0,4,PConc,801,1720,GasA,1,1720,0,1,2,0,4,7,1,527,2,240,56,260400
RL,8405,Lvl,Inside,Edwards,1Fam,4,1945,1950,Gable,CompShg,WdShing,Wd Shng,0.0,3,Slab,0,0,Wall,0,1088,441,0,2,0,3,9,0,240,0,92,0,98000
RM,8800,Lvl,Corner,OldTown,1Fam,4,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,576,576,GasA,1,792,348,0,1,0,3,7,0,0,0,0,160,96500
RL,7750,Lvl,Inside,Gilbert,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,660,660,GasA,1,660,660,0,2,1,4,6,0,400,2,0,48,162000
RL,9236,Lvl,Inside,CollgCr,1Fam,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,279,1479,GasA,1,1494,0,1,2,0,4,6,0,576,2,168,27,217000
RL,10240,Lvl,Inside,NridgHt,1Fam,8,2005,2005,Gable,CompShg,VinylSd,VinylSd,178.0,4,PConc,1030,1030,GasA,1,1038,1060,0,2,1,5,8,1,878,2,192,52,275500
RL,7930,Lvl,Inside,NAmes,1Fam,6,1969,2005,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,115,1026,GasA,1,1026,0,1,1,0,4,5,0,440,2,171,48,156000
FV,3230,Lvl,Inside,Somerst,TwnhsE,6,1999,1999,Gable,CompShg,MetalSd,MetalSd,894.0,3,PConc,348,729,GasA,1,742,729,0,2,1,3,6,0,440,2,0,24,172500
RL,10769,Lvl,Inside,CollgCr,1Fam,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,846,866,GasA,1,866,902,0,2,1,4,7,0,578,2,144,105,212000
RL,11616,Lvl,CulDSac,Sawyer,1Fam,6,1978,1978,Hip,CompShg,HdBoard,HdBoard,328.0,3,CBlock,234,672,GasA,1,672,714,0,2,1,3,6,1,440,2,335,0,158900
FV,2280,Lvl,Inside,Somerst,Twnhs,7,1999,1999,Gable,CompShg,MetalSd,MetalSd,360.0,3,PConc,195,744,GasA,1,757,744,0,2,1,3,6,0,440,2,0,0,179400
RL,12257,Lvl,Inside,NoRidge,1Fam,8,1995,1995,Gable,CompShg,VinylSd,VinylSd,513.0,4,PConc,1198,1318,GasA,1,1328,1203,0,2,1,4,9,1,752,2,222,98,290000
RL,9100,Lvl,Inside,NAmes,1Fam,6,1959,1959,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,252,864,GasA,1,864,0,0,1,0,3,5,0,300,2,0,0,127500
RM,6911,Lvl,FR2,BrkSide,1Fam,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,PConc,740,1145,GasA,1,1301,0,0,1,0,2,5,0,440,2,0,0,100000
FV,8640,Lvl,Inside,Somerst,1Fam,7,2009,2009,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,732,756,GasA,1,764,783,0,2,1,4,7,0,614,2,169,45,215200
RL,9430,Lvl,Inside,NoRidge,1Fam,8,1999,1999,Gable,CompShg,VinylSd,VinylSd,673.0,4,PConc,89,1252,GasA,1,1268,1097,1,2,1,4,8,1,856,2,0,128,337000
RL,9549,Lvl,CulDSac,Veenker,TwnhsE,8,1995,1996,Hip,CompShg,BrkFace,BrkFace,0.0,4,PConc,0,1494,GasA,1,1494,0,1,1,1,5,6,1,481,2,0,30,270000
RL,14587,Lvl,Inside,Somerst,1Fam,9,2008,2008,Gable,CompShg,VinylSd,VinylSd,284.0,4,PConc,1498,1498,GasA,1,1506,0,0,2,0,5,6,1,592,2,0,174,264132
RL,10421,Lvl,Inside,NWAmes,1Fam,7,1988,1988,Gable,CompShg,HdBoard,HdBoard,42.0,3,CBlock,586,980,GasA,1,980,734,0,2,1,3,7,1,496,2,228,66,196500
RL,12508,Lvl,Inside,Mitchel,1Fam,6,1940,1985,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,323,983,GasA,1,983,767,1,2,0,3,7,0,423,2,245,0,160000
RL,9100,Lvl,Inside,CollgCr,1Fam,7,2004,2005,Hip,CompShg,VinylSd,VinylSd,0.0,4,PConc,1836,1860,GasA,1,1836,0,0,2,0,4,8,1,484,2,120,33,216837
RL,53504,HLS,CulDSac,StoneBr,1Fam,8,2003,2003,Hip,CompShg,CemntBd,Wd Shng,603.0,5,PConc,234,1650,GasA,1,1690,1589,1,3,1,5,12,1,841,2,503,36,538000
RL,7252,Lvl,CulDSac,Sawyer,1Fam,5,1982,1982,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,173,858,GasA,1,858,0,1,1,0,3,5,0,576,2,120,0,134900
RL,8877,Lvl,Inside,Edwards,1Fam,4,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,0,836,GasA,1,1220,0,0,1,0,3,6,0,396,2,0,0,102000
RL,7819,Lvl,Inside,Edwards,1Fam,6,1976,1976,Gable,CompShg,Plywood,Plywood,0.0,3,CBlock,480,1029,GasA,1,1117,0,1,1,0,3,6,1,672,2,144,0,107000
RL,10150,Lvl,Inside,NAmes,1Fam,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,1.0,3,CBlock,456,912,GasA,1,912,0,0,1,0,3,5,0,275,2,0,0,114500
RL,14226,Lvl,Corner,NridgHt,1Fam,8,2006,2006,Hip,CompShg,VinylSd,VinylSd,375.0,4,PConc,1935,1935,GasA,1,1973,0,0,2,0,4,9,1,895,2,315,45,395000
RM,4500,Lvl,FR2,Mitchel,TwnhsE,6,1998,1998,Hip,CompShg,VinylSd,VinylSd,320.0,3,PConc,338,1204,GasA,1,1204,0,1,2,0,3,5,0,412,2,0,247,162000
RL,11210,Lvl,Inside,CollgCr,1Fam,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,240.0,4,PConc,1594,1614,GasA,1,1614,0,0,2,0,4,7,0,865,2,144,59,221500
RL,13350,Lvl,Inside,Sawyer,1Fam,5,1974,1974,Hip,CompShg,HdBoard,Plywood,0.0,3,CBlock,102,864,GasA,1,894,0,1,1,0,3,5,1,440,2,241,0,142500
RH,8400,Lvl,Inside,SawyerW,Duplex,5,1977,1977,Gable,CompShg,Plywood,Plywood,320.0,3,Slab,0,0,GasA,1,2020,0,0,2,0,3,10,2,630,2,0,0,144000
RL,10530,Lvl,Inside,Mitchel,Duplex,6,1977,1977,Gable,CompShg,Plywood,ImStucc,90.0,3,CBlock,0,975,GasA,1,1004,0,1,1,0,3,4,0,504,2,0,0,135000
RL,7875,Lvl,Inside,Gilbert,1Fam,7,1995,1996,Gable,CompShg,HdBoard,HdBoard,38.0,3,PConc,1237,1237,GasA,1,1253,0,0,2,0,3,6,1,402,2,220,21,176000
RL,7153,Lvl,Inside,SawyerW,1Fam,6,1992,1992,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,374,761,GasA,1,810,793,0,2,1,4,7,0,484,2,0,124,175900
RL,16285,Lvl,Inside,CollgCr,1Fam,7,2001,2002,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1413,1413,GasA,1,1430,0,0,2,0,4,6,0,605,2,0,33,187100
RL,9101,Lvl,Corner,Mitchel,1Fam,5,1978,1978,Gable,CompShg,Plywood,Plywood,104.0,3,PConc,0,1097,GasA,1,1110,0,1,1,0,4,4,1,602,2,303,30,165500
RM,6300,Lvl,Inside,OldTown,1Fam,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,0.0,3,CBlock,742,742,GasA,1,742,742,0,2,0,3,9,1,0,2,0,291,128000
RL,9790,Lvl,Inside,NWAmes,1Fam,6,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,0.0,3,CBlock,491,1372,GasA,1,1342,0,0,2,0,3,7,1,457,2,0,0,161500
RM,10800,Lvl,Inside,OldTown,1Fam,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,PConc,0,686,GasA,1,966,686,1,2,0,3,7,0,416,2,0,0,139000
RL,10142,Lvl,Inside,SawyerW,1Fam,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,300,956,GasA,1,956,1128,1,2,1,4,8,0,618,2,0,45,233000
RM,6000,Lvl,Corner,OldTown,1Fam,4,1954,2000,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,901,901,GasA,1,901,0,0,1,0,3,4,0,281,2,0,0,107900
RL,12205,Low,Inside,ClearCr,1Fam,6,1966,2007,Gable,CompShg,HdBoard,HdBoard,157.0,3,CBlock,264,832,GasA,1,976,1111,0,2,1,4,9,0,444,2,133,168,187500
RL,3182,Lvl,Inside,Blmngtn,TwnhsE,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,11.0,4,PConc,1129,1145,GasA,1,1145,0,0,2,0,4,5,1,397,2,100,16,160200
RL,11333,Lvl,Corner,Mitchel,1Fam,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,0.0,3,PConc,490,1029,GasA,1,1062,0,1,1,0,3,5,2,539,2,120,0,146800
RL,9920,Lvl,CulDSac,NoRidge,1Fam,7,1996,1997,Gable,CompShg,MetalSd,MetalSd,0.0,4,PConc,255,1117,GasA,1,1127,886,1,2,1,3,8,1,455,2,180,130,269790
RL,9158,Lvl,Inside,Somerst,1Fam,8,2007,2007,Gable,CompShg,CemntBd,CmentBd,140.0,4,PConc,1496,1496,GasA,1,1496,0,0,2,0,4,7,0,474,2,168,130,225000
RL,10832,Lvl,Corner,Gilbert,1Fam,7,1994,1996,Gable,CompShg,MetalSd,MetalSd,0.0,4,PConc,712,712,GasA,1,1086,809,0,2,1,4,7,1,409,2,143,46,194500
RL,8400,Lvl,Inside,SawyerW,1Fam,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,130.0,3,CBlock,650,650,GasA,1,888,676,0,2,1,3,7,1,476,2,0,50,171000
RL,8197,Lvl,Inside,Sawyer,1Fam,6,1977,1977,Gable,CompShg,Plywood,Plywood,148.0,3,CBlock,660,660,GasA,1,1285,0,0,1,1,3,7,1,528,2,138,0,143500
RL,7677,Lvl,Inside,NAmes,1Fam,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,0.0,3,CBlock,203,773,GasA,1,773,0,0,1,0,3,4,0,240,2,0,0,110000
RL,13518,Lvl,Inside,NridgHt,1Fam,9,2008,2009,Hip,CompShg,VinylSd,VinylSd,860.0,5,PConc,1926,1926,GasA,1,1966,1174,0,3,1,5,11,2,820,2,144,78,485000
RL,7200,Lvl,Corner,SWISU,1Fam,5,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,252.0,3,BrkTil,162,731,GasA,1,981,787,1,1,1,4,7,2,240,2,0,0,175000
RL,12798,HLS,Inside,ClearCr,1Fam,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,154,616,GasA,1,616,1072,1,2,1,4,8,0,603,2,403,114,200000
RM,4800,Lvl,Inside,IDOTRR,1Fam,4,1916,1990,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,999,1196,GasA,1,1196,0,1,1,0,3,5,0,440,2,0,0,109900
RL,8199,Lvl,Inside,CollgCr,1Fam,7,2005,2005,Gable,CompShg,WdShing,Wd Shng,0.0,4,PConc,80,728,GasA,1,728,728,1,2,1,4,7,1,410,2,36,18,189000
RL,13891,Lvl,Inside,NridgHt,1Fam,9,2008,2009,Hip,CompShg,VinylSd,VinylSd,424.0,5,PConc,1734,1734,GasA,1,1734,1088,0,3,1,5,12,1,1020,2,52,170,582933
RL,9000,Lvl,Inside,NAmes,1Fam,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,124,936,GasA,1,1128,0,0,1,0,3,5,0,286,2,0,0,118000
RL,12274,Lvl,FR2,Somerst,1Fam,7,2008,2008,Gable,CompShg,VinylSd,VinylSd,256.0,4,PConc,1417,1417,GasA,1,1428,0,0,2,0,5,6,0,554,2,0,60,227680
RL,9750,Lvl,Inside,NAmes,1Fam,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,100,980,GasA,1,980,0,0,2,0,3,6,0,384,2,68,0,135500
RL,21384,Lvl,Inside,BrkSide,1Fam,5,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,CBlock,15,1324,GasA,1,1072,504,2,1,1,4,6,1,528,2,0,312,223500
RL,13400,Lvl,Inside,NAmes,1Fam,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,1047.0,3,CBlock,380,1024,GasA,1,1086,0,1,1,0,3,6,1,484,2,0,0,159950
RM,8100,Lvl,Corner,OldTown,1Fam,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,0.0,3,PConc,849,849,GasA,0,1075,1063,0,2,0,3,11,0,360,0,40,156,106000
RL,10140,Lvl,Inside,NWAmes,1Fam,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,99.0,3,CBlock,0,1040,GasA,1,1309,0,1,1,1,4,5,1,484,2,265,0,181000
RM,4438,Lvl,Inside,CollgCr,TwnhsE,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,169.0,4,PConc,186,848,GasA,1,848,0,1,1,0,4,4,1,420,2,140,0,144500
C (all),8712,Bnk,Inside,IDOTRR,1Fam,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,2,CBlock,540,540,GasA,0,1044,0,0,1,0,2,4,0,504,0,0,0,55993
RL,9750,Lvl,Inside,NAmes,1Fam,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,243.0,3,CBlock,834,1442,GasA,1,1442,0,0,1,1,3,7,0,301,2,0,0,157900
RL,8248,Lvl,Inside,Edwards,1Fam,5,1918,1950,Gable,CompShg,Stucco,Stucco,0.0,3,BrkTil,686,686,GasW,1,686,564,0,1,1,2,7,0,280,1,207,0,116000
RL,12137,Lvl,CulDSac,CollgCr,1Fam,7,1998,1998,Gable,CompShg,VinylSd,VinylSd,442.0,3,PConc,1649,1649,GasA,1,1661,0,0,2,0,4,6,0,598,2,0,34,224900
RL,11425,Lvl,Corner,NAmes,1Fam,5,1954,1954,Gable,CompShg,BrkFace,BrkFace,0.0,3,CBlock,522,1008,GasA,1,1008,0,0,1,0,3,4,1,275,2,0,0,137000
RL,13265,Lvl,CulDSac,Mitchel,1Fam,8,2002,2002,Hip,CompShg,CemntBd,CmentBd,148.0,4,PConc,350,1568,GasA,1,1689,0,1,2,0,4,7,2,857,2,150,59,271000
RL,8816,Lvl,Inside,ClearCr,1Fam,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,80.0,3,CBlock,506,1010,GasA,1,1052,0,1,1,0,3,6,0,440,2,0,0,155000
RL,6371,Lvl,Inside,NridgHt,TwnhsE,7,2009,2010,Gable,CompShg,VinylSd,VinylSd,128.0,4,PConc,625,1358,GasA,1,1358,0,1,2,0,4,6,1,484,2,192,35,224000
RL,7226,Lvl,CulDSac,CollgCr,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,798,798,GasA,1,798,842,0,2,1,4,6,0,595,2,0,45,183000
RM,6000,Bnk,Inside,OldTown,2fmCon,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,0.0,2,CBlock,936,936,GasA,0,936,0,0,1,0,3,4,0,576,2,0,32,93000
RL,12394,Lvl,Corner,Gilbert,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,847,847,GasA,1,847,886,0,2,1,4,7,1,433,2,100,48,225000
RL,9900,Lvl,Inside,SWISU,1Fam,6,1940,1950,Gable,CompShg,VinylSd,VinylSd,0.0,3,BrkTil,778,778,GasA,1,944,545,0,2,0,3,7,1,240,2,335,0,139500
FV,11216,Lvl,Inside,Somerst,1Fam,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1489,1489,GasA,1,1489,0,0,2,0,4,7,1,776,2,0,140,232600
RL,14803,Lvl,Inside,NridgHt,1Fam,10,2007,2008,Hip,CompShg,CemntBd,CmentBd,816.0,5,PConc,442,2078,GasA,1,2084,0,1,2,0,5,7,1,1220,2,188,45,385000
RM,6130,Lvl,Inside,BrkSide,1Fam,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,BrkTil,0,784,GasA,1,784,0,1,1,0,4,5,0,0,2,0,0,109500
RL,8529,Lvl,Inside,SawyerW,1Fam,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,0.0,4,PConc,1434,1454,GasA,1,1434,0,0,2,0,4,6,1,527,2,290,39,189000
RL,28698,Low,CulDSac,ClearCr,1Fam,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,0.0,3,PConc,0,1013,GasA,1,1160,966,0,2,1,3,7,0,538,2,486,0,185000
FV,2544,Lvl,Inside,Somerst,Twnhs,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,4,PConc,600,600,GasA,1,520,623,0,2,1,4,4,0,480,2,0,166,147400
RL,11900,Lvl,Corner,NAmes,1Fam,6,1957,1957,Gable,CompShg,HdBoard,HdBoard,387.0,3,CBlock,352,1392,GasA,1,1392,0,1,1,1,3,6,2,458,2,0,0,166000
FV,3180,Lvl,Inside,Somerst,TwnhsE,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,0.0,3,PConc,600,600,GasA,1,520,600,0,2,1,4,4,0,480,2,0,166,151000
RL,9548,Lvl,CulDSac,CollgCr,1Fam,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,223.0,4,PConc,458,941,GasA,1,941,888,1,2,1,4,7,1,613,2,192,39,237000
RL,10004,Lvl,Inside,NAmes,1Fam,6,1964,1964,Gable,CompShg,HdBoard,Plywood,180.0,3,CBlock,975,1516,GasA,1,1516,0,0,1,1,3,6,0,472,2,0,0,167000
RL,7875,Lvl,Inside,NAmes,1Fam,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,136.0,3,CBlock,572,1144,GasA,1,1144,0,1,1,0,3,6,0,456,2,0,0,139950
RL,9600,Lvl,Inside,Sawyer,1Fam,4,1950,1995,Gable,CompShg,VinylSd,HdBoard,0.0,3,CBlock,625,1067,GasA,1,1067,0,0,2,0,4,4,0,436,2,290,0,128000
RM,8100,Lvl,Inside,OldTown,1Fam,5,1948,1973,Gable,CompShg,VinylSd,VinylSd,0.0,3,BrkTil,1221,1559,GasA,1,1559,0,1,1,0,3,5,0,812,2,0,116,153500
RM,1680,Lvl,Inside,BrDale,Twnhs,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,158.0,3,CBlock,153,483,GasA,1,483,504,1,1,1,3,5,0,264,2,0,0,100000
RL,9525,Lvl,Inside,CollgCr,1Fam,5,1995,2006,Gable,CompShg,VinylSd,VinylSd,0.0,3,PConc,1099,1099,GasA,1,1099,0,0,1,1,4,6,0,352,2,278,0,144000
RL,11767,Lvl,Inside,Edwards,1Fam,5,1946,1995,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,416,768,GasA,1,768,432,0,1,0,3,6,0,240,2,0,0,130500
RH,12155,Lvl,Inside,SWISU,1Fam,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,516,672,GasA,0,810,672,0,2,0,2,7,0,400,1,0,0,140000
RM,10440,Lvl,Inside,OldTown,1Fam,5,1904,2002,Gable,CompShg,MetalSd,MetalSd,0.0,3,PConc,650,650,GasA,1,958,581,0,2,0,4,8,1,686,1,70,78,157500
RL,9020,Lvl,Inside,NAmes,1Fam,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,183.0,3,CBlock,276,1127,GasA,1,1165,0,1,1,1,3,6,0,490,2,0,129,174900
RL,8000,Lvl,Corner,NAmes,Duplex,5,1961,1961,Gable,CompShg,BrkFace,BrkFace,0.0,3,CBlock,1800,1800,GasA,0,1800,0,0,2,0,3,10,0,0,2,0,0,141000
RM,12665,Lvl,Inside,OldTown,1Fam,5,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,876,876,GasA,1,876,540,0,1,1,3,7,1,720,2,418,0,153900
RL,16647,Lvl,CulDSac,Sawyer,1Fam,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,0,1390,GasA,1,1701,0,1,2,0,3,6,2,611,2,0,0,171000
RL,9317,Lvl,Inside,SawyerW,1Fam,7,1993,1993,Gable,CompShg,HdBoard,HdBoard,137.0,4,PConc,227,740,GasA,1,1006,769,1,2,1,4,7,1,425,2,234,72,213000
RL,15523,Lvl,CulDSac,CollgCr,1Fam,5,1972,1972,Gable,CompShg,HdBoard,Plywood,0.0,3,CBlock,404,864,GasA,1,864,0,1,1,0,3,5,1,338,2,0,0,133500
RL,45600,Bnk,Inside,ClearCr,1Fam,6,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,BrkTil,907,907,GasA,1,1307,1051,0,3,0,3,10,1,360,2,486,40,240000
RL,9600,Lvl,FR2,Veenker,1Fam,6,1976,1994,Hip,CompShg,Plywood,Plywood,360.0,4,CBlock,528,528,GasA,1,1094,761,0,2,1,3,7,1,512,2,113,100,187000
RM,4435,Lvl,Inside,CollgCr,TwnhsE,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,170.0,4,PConc,189,848,GasA,1,848,0,1,1,0,4,3,0,420,2,140,0,131500
RL,3196,Lvl,Inside,Blmngtn,TwnhsE,8,2003,2003,Gable,CompShg,VinylSd,VinylSd,40.0,4,PConc,1273,1273,GasA,1,1456,0,0,2,0,4,7,1,400,2,143,20,215000
RL,7128,Lvl,Inside,Crawfor,1Fam,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,CBlock,554,918,GasA,1,918,728,0,2,0,3,7,2,240,2,0,0,164000
RL,12095,Lvl,Corner,NAmes,1Fam,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,115.0,3,CBlock,563,1127,GasA,1,1445,0,0,1,1,3,7,1,645,2,180,0,158000
RL,17920,Lvl,Inside,Sawyer,1Fam,5,1955,1974,Hip,CompShg,Wd Sdng,Plywood,0.0,3,CBlock,372,1763,GasA,1,1779,0,1,1,1,3,6,1,454,2,0,418,170000
RL,6897,Lvl,Corner,Sawyer,1Fam,5,1962,2010,Gable,CompShg,HdBoard,HdBoard,0.0,3,CBlock,381,1040,GasA,1,1040,0,1,1,1,3,6,0,260,2,0,104,127000
RL,10970,Low,Inside,CollgCr,1Fam,6,1978,1978,Gable,CompShg,Plywood,HdBoard,0.0,3,CBlock,0,940,GasA,1,1026,0,1,1,0,3,5,0,576,2,0,0,147000
RL,8125,Lvl,Inside,Gilbert,1Fam,6,1994,1995,Gable,CompShg,HdBoard,HdBoard,0.0,3,PConc,702,702,GasA,1,702,779,0,2,1,3,6,1,343,2,0,36,174000
RL,10400,Lvl,Inside,NWAmes,1Fam,7,1976,1976,Gable,CompShg,HdBoard,HdBoard,189.0,3,CBlock,1090,1090,GasA,1,1370,0,0,2,0,3,6,1,479,2,0,0,152000
RL,11029,Lvl,Corner,NWAmes,1Fam,6,1968,1984,Gable,CompShg,HdBoard,HdBoard,220.0,3,CBlock,435,1054,GasA,1,1512,1142,1,2,1,4,9,1,619,2,0,65,250000
RL,7642,Lvl,Corner,Crawfor,1Fam,7,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,4,BrkTil,912,912,GasA,1,912,514,0,1,1,4,7,1,216,2,0,240,189950
RL,11625,Lvl,Inside,Sawyer,2fmCon,5,1965,1965,Hip,CompShg,Plywood,HdBoard,0.0,3,PConc,198,1039,GasA,1,1039,0,1,1,1,3,6,0,504,2,0,0,131500
